batchsize,matsize,channels_in,poolsize,padding,strides,time_max,time_min,time_median,time_mean,time_trim_mean
15,98,57,5,0,3,1.2235641479492188,1.024007797241211,1.1761188507080078,1.132059097290039,1.1341273784637451
26,54,25,2,1,2,0.4396438598632813,0.2901554107666016,0.3905296325683594,0.3823280334472656,0.3866851329803467
60,487,3,7,1,1,290.1904582977295,267.134428024292,275.23791790008545,275.57933330535894,274.8085558414459
39,334,12,6,0,1,96.09770774841309,89.12372589111328,92.2081470489502,92.35010147094728,92.28494763374329
54,249,1,3,1,3,4.041671752929688,3.9167404174804688,3.991246223449707,3.9793491363525386,3.979384899139404
19,380,17,3,1,2,10.765790939331056,10.607242584228516,10.69176197052002,10.695910453796387,10.698258876800537
17,267,19,2,1,1,14.256715774536133,13.753414154052734,13.931632041931152,13.953423500061035,13.940513134002686
61,341,27,7,1,4,31.166791915893555,30.677080154418945,30.750274658203125,30.81533908843994,30.788689851760864
60,290,11,2,1,2,13.038396835327148,12.047290802001953,12.171506881713867,12.324094772338867,12.269407510757446
52,379,22,2,0,3,21.944284439086914,20.13707160949707,20.32351493835449,20.49944400787353,20.36413550376892
2,206,2,4,1,4,1.402139663696289,1.2712478637695312,1.3544559478759766,1.3559341430664062,1.3607442378997805
43,414,1,4,0,3,13.005495071411133,11.381149291992188,11.883854866027832,12.13381290435791,12.118935585021973
7,407,9,4,1,4,4.749774932861328,4.560470581054688,4.677295684814453,4.6700477600097665,4.673779010772705
3,266,22,4,1,3,2.3145675659179688,2.08282470703125,2.2929906845092773,2.2366762161254883,2.246171236038208
32,465,8,7,0,3,26.88145637512207,21.71969413757324,22.761225700378414,23.23086261749268,22.96343445777893
44,267,10,5,0,2,17.69113540649414,16.722917556762695,17.139554023742676,17.162370681762695,17.151206731796265
41,4,629,1,0,4,0.13589859008789062,0.09918212890625,0.10585784912109376,0.11188983917236328,0.11047720909118652
52,293,11,1,1,3,4.881143569946289,4.5833587646484375,4.715919494628906,4.72874641418457,4.727870225906372
58,239,26,7,0,3,16.469955444335938,15.609979629516602,15.776515007019045,15.929126739501953,15.901416540145874
5,377,18,3,0,3,5.005359649658203,3.3490657806396484,4.546046257019043,4.439830780029297,4.50548529624939
37,426,22,4,0,1,116.49084091186523,110.28623580932616,111.52315139770508,111.88390254974364,111.50774359703064
25,243,4,3,1,4,2.4662017822265625,2.364635467529297,2.448558807373047,2.436518669128418,2.44179368019104
19,123,49,2,0,2,2.891778945922852,2.8231143951416016,2.857208251953125,2.85646915435791,2.856224775314331
15,338,10,4,0,3,4.338979721069337,4.191875457763672,4.281997680664063,4.274606704711913,4.2769014835357675
21,125,35,6,1,3,2.725839614868164,2.580881118774414,2.6232004165649414,2.6485919952392583,2.64739990234375
61,312,1,3,1,4,6.9353580474853525,6.794452667236327,6.859302520751952,6.8666934967041025,6.867140531539918
45,158,45,3,1,1,34.015417098999016,32.18364715576172,33.58936309814453,33.532404899597175,33.640623092651374
55,11,888,6,0,2,0.5290508270263672,0.38909912109375,0.4799365997314453,0.4640340805053711,0.4652738571166992
33,506,1,6,0,3,18.79501342773437,18.569469451904297,18.70715618133545,18.70286464691162,18.70802044868469
33,272,24,4,1,2,14.19520378112793,13.367652893066404,13.69023323059082,13.698148727416992,13.677328824996948
8,336,11,2,1,1,10.512828826904297,7.692575454711914,7.754802703857423,8.492279052734375,8.339673280715942
16,157,36,2,0,2,2.9358863830566406,2.1457672119140625,2.693295478820801,2.608323097229004,2.625197172164917
22,259,32,1,0,4,3.1938552856445312,3.0112266540527344,3.1440258026123047,3.1174421310424805,3.1211674213409424
55,113,20,1,0,3,1.094341278076172,0.9407997131347656,1.0701417922973633,1.0602235794067385,1.0708868503570557
48,388,16,1,0,1,70.9238052368164,69.91147994995117,70.5244541168213,70.48778533935547,70.50532102584839
9,45,215,4,0,2,0.7560253143310547,0.4467964172363281,0.6128549575805664,0.6229162216186523,0.6282925605773926
50,198,36,7,1,2,25.089263916015625,23.74362945556641,23.93960952758789,24.07166957855225,23.985475301742554
51,139,13,7,0,2,9.160041809082033,8.660078048706055,8.88979434967041,8.904409408569336,8.902996778488161
51,130,59,4,0,3,7.9345703125,7.195711135864258,7.444500923156737,7.542133331298827,7.536381483078003
27,435,21,4,1,1,110.21232604980469,101.81450843811035,107.54024982452393,106.92627429962158,107.1544885635376
35,144,56,4,1,1,25.734901428222656,25.11906623840332,25.400638580322266,25.40321350097656,25.397270917892453
3,397,24,7,0,2,12.892484664916992,12.05730438232422,12.111663818359375,12.253808975219727,12.198537588119507
58,50,145,5,0,1,12.218713760375975,11.38019561767578,11.53266429901123,11.610603332519533,11.563390493392944
18,244,36,4,0,3,6.878852844238281,5.754232406616211,5.8443546295166025,5.950331687927246,5.858778953552246
56,82,50,3,0,4,1.8727779388427732,1.807451248168945,1.8473863601684568,1.8462419509887693,1.8477737903594968
48,49,162,7,1,1,17.143964767456055,16.873359680175778,17.002105712890625,16.987800598144528,16.982585191726685
51,291,29,6,0,1,153.98788452148438,148.66256713867188,150.67672729492188,151.00903511047363,150.92998743057248
35,174,56,1,0,3,5.133390426635742,4.60362434387207,4.748940467834473,4.828476905822754,4.818469285964966
22,478,12,4,0,3,19.779205322265625,14.771461486816404,15.76519012451172,16.077852249145508,15.77848196029663
60,350,12,1,0,4,6.901264190673827,5.7959556579589835,6.799936294555664,6.593728065490723,6.655007600784303
17,320,23,5,0,1,45.03011703491211,43.7014102935791,43.89405250549317,44.07210350036621,43.99868845939636
15,19,197,6,0,3,0.15020370483398438,0.1285076141357422,0.14579296112060547,0.1414775848388672,0.14200806617736814
9,126,24,3,1,2,0.9145736694335938,0.7128715515136719,0.880122184753418,0.8397817611694336,0.8462965488433838
46,122,56,7,0,2,10.336637496948242,9.918928146362305,10.16080379486084,10.163569450378418,10.172516107559202
52,12,443,4,0,3,0.25534629821777344,0.17881393432617188,0.19121170043945312,0.2074003219604492,0.2049803733825684
18,31,303,7,0,3,0.5872249603271484,0.48065185546875,0.4916191101074219,0.5239963531494141,0.5215108394622803
19,273,30,7,0,4,5.6290626525878915,5.53584098815918,5.575895309448242,5.581879615783691,5.581736564636231
48,466,1,1,0,4,8.324146270751951,8.233785629272461,8.242607116699219,8.25953483581543,8.254677057266235
6,340,2,1,0,1,2.160787582397461,1.8453598022460935,1.8719434738159182,1.973199844360352,1.9657313823699951
55,28,347,7,1,3,2.2771358489990234,2.1588802337646484,2.200245857238769,2.213430404663086,2.2122859954833984
27,171,11,3,0,3,2.4433135986328125,1.9321441650390625,1.9741058349609373,2.0157098770141597,1.972705125808716
35,409,13,3,1,3,12.736082077026367,12.43281364440918,12.61293888092041,12.59465217590332,12.597203254699707
46,24,90,4,1,2,0.423431396484375,0.3006458282470703,0.3850460052490233,0.3641366958618164,0.36466121673583984
