batchsize,matsize,channels_in,poolsize,padding,strides,time_max,time_min,time_median,time_mean,time_trim_mean
41,378,18,7,1,4,46.29945755004883,45.86434364318848,46.13566398620606,46.11692428588867,46.12568020820618
55,24,302,3,0,4,1.2998580932617188,1.179218292236328,1.244306564331055,1.2396812438964844,1.2397170066833496
52,260,11,6,1,1,253.4506320953369,252.9139518737793,253.2961368560791,253.2802581787109,253.30474972724915
20,110,1,7,1,3,2.4695396423339844,2.332448959350586,2.3777484893798833,2.379727363586426,2.374410629272461
2,309,6,3,0,2,2.681732177734375,2.5494098663330083,2.640366554260254,2.6314258575439453,2.6353895664215092
2,352,16,4,1,3,2.8820037841796875,2.800941467285156,2.868056297302246,2.8571605682373047,2.8610825538635254
26,293,22,4,1,1,88.89889717102051,88.17839622497559,88.70398998260498,88.62991333007812,88.65272998809814
21,384,15,1,0,1,32.206296920776374,31.86750411987305,32.114624977111816,32.091069221496575,32.10461139678955
21,471,9,3,0,4,14.435291290283205,14.304876327514648,14.365911483764648,14.372730255126953,14.37339186668396
62,129,51,3,0,4,7.452011108398437,7.0624351501464835,7.22813606262207,7.2180986404418945,7.208317518234253
17,99,54,2,1,4,1.0766983032226562,0.8845329284667969,0.994563102722168,0.988483428955078,0.9904503822326659
23,376,16,7,1,3,29.313087463378906,28.839111328125,28.96702289581299,28.97472381591797,28.949379920959476
35,457,9,6,0,4,52.41918563842773,49.66354370117188,52.25729942321777,52.03239917755127,52.28015780448914
20,53,27,1,1,1,1.0251998901367188,0.9450912475585938,0.9944438934326172,0.992727279663086,0.9946227073669434
33,469,14,4,1,2,70.01781463623047,69.53310966491699,69.78034973144531,69.82431411743164,69.83652710914612
19,415,4,1,1,3,7.4770450592041025,7.366180419921875,7.429361343383789,7.423663139343263,7.42417573928833
44,10,980,2,0,2,1.3251304626464844,1.0924339294433594,1.204371452331543,1.2112140655517578,1.2118220329284668
32,180,48,3,1,4,7.040739059448242,6.760120391845702,6.905078887939452,6.8921566009521475,6.890088319778442
32,204,3,6,1,3,9.896993637084961,8.801937103271484,8.994817733764648,9.175896644592283,9.1325044631958
23,340,12,7,1,1,192.61837005615237,192.28124618530273,192.5067901611328,192.48361587524414,192.49206781387332
15,120,60,4,1,1,14.024972915649414,12.516260147094727,12.663125991821287,12.836694717407227,12.728214263916016
55,48,52,3,1,1,5.054235458374023,4.842042922973633,4.949212074279785,4.960131645202637,4.963129758834839
18,6,562,1,1,1,0.2646446228027344,0.15497207641601562,0.21004676818847656,0.21715164184570312,0.2189874649047852
20,428,18,3,1,3,17.3187255859375,17.087936401367188,17.284512519836426,17.245817184448242,17.256438732147213
5,287,18,6,1,2,10.86878776550293,10.618448257446287,10.763168334960938,10.75584888458252,10.758906602859497
9,22,420,5,0,3,0.4298686981201172,0.293731689453125,0.35893917083740234,0.3626823425292969,0.3629028797149658
61,120,30,2,1,3,4.574775695800781,4.040956497192384,4.153609275817871,4.1893720626831055,4.159748554229736
3,294,23,6,1,4,4.203081130981444,3.16619873046875,3.647804260253906,3.668045997619629,3.6638975143432617
62,408,7,4,1,1,285.60376167297363,282.92346000671387,283.9921712875366,284.17708873748785,284.1554582118988
37,392,10,6,1,1,410.08496284484863,348.47688674926763,409.4611406326294,397.3830461502075,401.9085764884949
46,440,4,3,1,1,128.3121109008789,127.56705284118652,127.84910202026369,127.8937816619873,127.88233160972595
54,231,41,5,1,1,209.8796367645264,199.7089385986328,209.60700511932373,207.7150583267212,208.4452509880066
50,93,32,3,0,1,12.700319290161133,12.41779327392578,12.481927871704102,12.513065338134766,12.501567602157593
6,369,1,2,1,3,2.596378326416016,2.4764537811279297,2.555727958679199,2.5456666946411133,2.5479793548583984
31,217,24,6,0,2,22.216796875,21.758079528808594,22.1552848815918,22.121143341064453,22.15456962585449
58,57,79,5,0,2,4.701852798461914,4.625082015991211,4.667401313781738,4.666709899902344,4.667520523071289
1,332,23,3,0,2,3.9379596710205083,3.9155483245849614,3.9330720901489262,3.9315700531005864,3.932774066925049
48,94,34,5,1,4,2.5970935821533203,2.413034439086914,2.5238990783691406,2.510380744934082,2.511709928512573
40,233,33,2,0,2,19.847631454467773,19.599437713623047,19.68312263488769,19.705605506896973,19.701123237609863
28,52,172,4,1,2,3.818750381469727,3.7283897399902335,3.75974178314209,3.7695407867431636,3.76853346824646
56,333,27,2,1,3,27.08148956298828,26.76582336425781,26.98791027069092,26.94714069366455,26.95301175117493
32,472,9,6,1,1,412.64009475708013,408.8582992553711,409.0965986251831,409.417200088501,409.0842008590698
7,299,10,1,1,1,5.54203987121582,4.2672157287597665,4.3511390686035165,4.4579267501831055,4.346251487731934
3,273,2,6,0,3,2.330780029296875,2.208232879638672,2.2519826889038086,2.26290225982666,2.261251211166382
7,478,1,6,1,1,68.5751438140869,68.11761856079103,68.31729412078857,68.3480978012085,68.34852695465088
3,187,9,7,1,2,3.5114288330078125,3.3895969390869136,3.4748315811157227,3.465104103088379,3.4687519073486333
52,120,66,1,1,2,11.51895523071289,11.236906051635742,11.439919471740724,11.4210844039917,11.431872844696045
26,259,4,5,0,1,71.47693634033203,70.37901878356935,70.92320919036865,70.90141773223877,70.8947777748108
33,149,24,5,0,4,4.276275634765625,3.6594867706298833,3.9424896240234375,3.94597053527832,3.940492868423462
38,337,16,5,0,3,28.99289131164551,28.67364883422852,28.937458992004395,28.886055946350094,28.89925241470337
