batchsize,matsize,channels_in,poolsize,padding,strides,time_max,time_min,time_median,time_mean,time_trim_mean,elements_matrix
41,378,18,7,1,4,4.056692123413087,3.975152969360352,4.0242671966552725,4.018688201904297,4.019379615783691,
55,24,302,3,0,4,0.6864070892333984,0.5900859832763672,0.6252527236938477,0.6363868713378906,0.6359219551086426,
52,260,11,6,1,1,18.34559440612793,18.22519302368164,18.26643943786621,18.276143074035645,18.27383041381836,
20,110,1,7,1,3,0.2951622009277344,0.20647048950195312,0.26595592498779297,0.26183128356933594,0.264585018157959,
2,309,6,3,0,2,0.3724098205566406,0.2961158752441406,0.31125545501708984,0.32486915588378906,0.3225207328796387,
2,352,16,4,1,3,0.4723072052001953,0.3616809844970703,0.41961669921875,0.4215240478515625,0.4226565361022949,
26,293,22,4,1,1,19.00482177734375,18.93162727355957,18.965959548950195,18.96736621856689,18.967151641845703,
21,384,15,1,0,1,19.298076629638672,19.15597915649414,19.226789474487305,19.2230224609375,19.222021102905273,
21,471,9,3,0,4,2.147197723388672,2.0854473114013667,2.119302749633789,2.1160125732421875,2.1159350872039795,
62,129,51,3,0,4,2.6099681854248047,2.46882438659668,2.540826797485352,2.5388479232788086,2.538710832595825,
17,99,54,2,1,4,0.5750656127929688,0.5068778991699219,0.5549192428588867,0.5506515502929688,0.5530714988708496,
23,376,16,7,1,3,3.0100345611572266,2.9277801513671875,2.9860734939575195,2.9780864715576167,2.9803812503814697,
35,457,9,6,0,4,2.8090476989746094,2.7549266815185547,2.783656120300293,2.7853965759277344,2.7862489223480225,
20,53,27,1,1,1,0.8416175842285156,0.774383544921875,0.8095502853393555,0.8078575134277344,0.8078217506408691,
33,469,14,4,1,2,10.237693786621094,10.098695755004883,10.16676425933838,10.166382789611816,10.165929794311523,
19,415,4,1,1,3,0.8497238159179688,0.7643699645996094,0.8153915405273438,0.8170127868652344,0.8195042610168457,
44,10,980,2,0,2,0.7274150848388672,0.6923675537109375,0.7143020629882812,0.7130622863769531,0.7138550281524658,
32,180,48,3,1,4,2.147912979125977,1.9986629486083984,2.118110656738281,2.1067142486572266,2.1150708198547363,
32,204,3,6,1,3,0.6194114685058594,0.5054473876953125,0.5664825439453125,0.5666971206665039,0.5677640438079834,
23,340,12,7,1,1,16.26420021057129,16.186237335205078,16.227245330810547,16.221427917480472,16.22048020362854,
15,120,60,4,1,1,5.242347717285156,5.18035888671875,5.20169734954834,5.205297470092773,5.203783512115479,
55,48,52,3,1,1,2.48575210571289,2.408742904663086,2.4640560150146484,2.461862564086914,2.465516328811645,
18,6,562,1,1,1,0.438690185546875,0.3364086151123047,0.3788471221923828,0.3791570663452149,0.3770589828491211,
20,428,18,3,1,3,5.431890487670898,5.3315162658691415,5.385875701904297,5.3787946701049805,5.378067493438722,
5,287,18,6,1,2,1.1980533599853516,1.1281967163085938,1.1799335479736328,1.1728525161743164,1.1752843856811523,
9,22,420,5,0,3,0.3683567047119141,0.26488304138183594,0.3275871276855469,0.3200531005859375,0.3209114074707031,
61,120,30,2,1,3,1.631021499633789,1.545429229736328,1.5994310379028318,1.5950679779052734,1.5967786312103271,
3,294,23,6,1,4,0.5166530609130859,0.4246234893798828,0.4676580429077149,0.4696846008300781,0.4694461822509766,
62,408,7,4,1,1,27.9695987701416,27.813196182250977,27.89652347564697,27.890563011169434,27.89035439491272,
37,392,10,6,1,1,26.806354522705078,26.63516998291016,26.69715881347656,26.71694755554199,26.715993881225586,
46,440,4,3,1,1,12.446403503417967,12.356042861938475,12.410521507263185,12.408208847045898,12.409955263137816,
54,231,41,5,1,1,48.05803298950195,47.98293113708496,48.03037643432617,48.02420139312744,48.02513122558594,
50,93,32,3,0,1,4.726409912109375,4.641532897949219,4.690766334533691,4.684877395629883,4.685103893280028,
6,369,1,2,1,3,0.3681182861328125,0.2410411834716797,0.28204917907714844,0.2926111221313477,0.28961896896362305,
31,217,24,6,0,2,4.136800765991212,4.0564537048339835,4.095673561096191,4.0947675704956055,4.0943026542663565,
58,57,79,5,0,2,1.6560554504394531,1.5711784362792969,1.5958547592163086,1.5981674194335938,1.5943050384521484,
1,332,23,3,0,2,0.5323886871337891,0.4251003265380859,0.4584789276123047,0.4691123962402344,0.4667043685913086,
48,94,34,5,1,4,0.766754150390625,0.6661415100097656,0.7096529006958008,0.711822509765625,0.7106661796569824,
40,233,33,2,0,2,11.206626892089844,11.089086532592773,11.163115501403807,11.150479316711426,11.151134967803957,
28,52,172,4,1,2,1.512765884399414,1.458883285522461,1.4933347702026367,1.4879465103149414,1.4884769916534424,
56,333,27,2,1,3,11.759281158447266,11.708736419677734,11.749029159545898,11.743307113647461,11.7456316947937,
32,472,9,6,1,1,30.16972541809082,30.02858161926269,30.112862586975094,30.10368347167969,30.10481595993042,
